Produto,URL,Nota,N de avaliações,Preco,URL_IMG,tweet_text,media_path,posted
Mouse Sem Fio Standard Conexão Usb 1200dpi 3,https://www.amazon.com.br/Standard-Conex%C3%A3o-1200dpi-Bot%C3%B5es-Ergon%C3%B4mico/dp/B074KQYMDZ/ref=zg_bs_c_computers_d_sccl_1/145-0386639-9018341?pd_rd_w=2tlJB&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B074KQYMDZ&psc=1,"4,4",40.021 avaliações de clientes,R$24,https://m.media-amazon.com/images/I/61-CUx4VelL._AC_SY450_.jpg,"Confira esta oferta incrível: Mouse Sem Fio Standard Conexão Usb 1200dpi 3 com mais de 40.021 avaliações de clientes avaliações e nota 4,4 por apenas R$24! 
Link do produto: https://www.amazon.com.br/Standard-Conex%C3%A3o-1200dpi-Bot%C3%B5es-Ergon%C3%B4mico/dp/B074KQYMDZ/ref=zg_bs_c_computers_d_sccl_1/145-0386639-9018341?pd_rd_w=2tlJB&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B074KQYMDZ&psc=1",media/Mouse Sem Fio Standard Conexão Usb 1200dpi 3.jpg,False
"WAP Parafusadeira e Furadeira à Bateria 12V BPF-12K3,",https://www.amazon.com.br/Parafusadeira-Furadeira-WAP-Carregador-Acess%C3%B3rios/dp/B09V1SM8QB/ref=zg_bs_c_hi_d_sccl_2/145-0386639-9018341?pd_rd_w=cy0o9&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B09V1SM8QB&psc=1,"4,7",12.815 avaliações de clientes,R$188,https://m.media-amazon.com/images/I/81hJD-odFeL._AC_SX425_.jpg,"Promoção imperdível: WAP Parafusadeira e Furadeira à Bateria 12V BPF-12K3, com mais de 12.815 avaliações de clientes avaliações e nota 4,7 por apenas R$188! 
Link do produto: https://www.amazon.com.br/Parafusadeira-Furadeira-WAP-Carregador-Acess%C3%B3rios/dp/B09V1SM8QB/ref=zg_bs_c_hi_d_sccl_2/145-0386639-9018341?pd_rd_w=cy0o9&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B09V1SM8QB&psc=1","media/WAP Parafusadeira e Furadeira à Bateria 12V BPF-12K3,.jpg",False
Campainha Sem Fio Com Bateria CIB 101 Preto,https://www.amazon.com.br/Campainha-Bateria-Intelbras-CIB-101/dp/B09RQZW6M4/ref=zg_bs_c_hi_d_sccl_4/145-0386639-9018341?pd_rd_w=cy0o9&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B09RQZW6M4&psc=1,"4,8",8.586 avaliações de clientes,R$78,https://m.media-amazon.com/images/I/51VQyKWE8dL._AC_SX425_.jpg,"Promoção imperdível: Campainha Sem Fio Com Bateria CIB 101 Preto com mais de 8.586 avaliações de clientes avaliações e nota 4,8 por apenas R$78! 
Link do produto: https://www.amazon.com.br/Campainha-Bateria-Intelbras-CIB-101/dp/B09RQZW6M4/ref=zg_bs_c_hi_d_sccl_4/145-0386639-9018341?pd_rd_w=cy0o9&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B09RQZW6M4&psc=1",media/Campainha Sem Fio Com Bateria CIB 101 Preto.jpg,False
"Headphone Fone de Ouvido Havit HV-H2002d, Gamer, com",https://www.amazon.com.br/Headphone-Ouvido-HV-H2002d-Microfone-Falante/dp/B07Y2G7VX5/ref=zg_bs_c_videogames_d_sccl_3/145-0386639-9018341?pd_rd_w=PvOlm&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B07Y2G7VX5&psc=1,"4,7",19.409 avaliações de clientes,R$203,https://m.media-amazon.com/images/I/71i5jjOyOEL._AC_SX466_.jpg,"Não perca esta promoção: Headphone Fone de Ouvido Havit HV-H2002d, Gamer, com com mais de 19.409 avaliações de clientes avaliações e nota 4,7 por apenas R$203! 
Link do produto: https://www.amazon.com.br/Headphone-Ouvido-HV-H2002d-Microfone-Falante/dp/B07Y2G7VX5/ref=zg_bs_c_videogames_d_sccl_3/145-0386639-9018341?pd_rd_w=PvOlm&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B07Y2G7VX5&psc=1","media/Headphone Fone de Ouvido Havit HV-H2002d, Gamer, com.jpg",False
Controle sem fio Dualshock 4,https://www.amazon.com.br/Controle-Dualshock-PlayStation-4-Preto/dp/B07FN1MZBH/ref=zg_bs_c_videogames_d_sccl_5/145-0386639-9018341?pd_rd_w=PvOlm&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B07FN1MZBH&psc=1,"4,8",22.963 avaliações de clientes,R$298,https://m.media-amazon.com/images/I/61kwdPH8+xL._AC_SX679_.jpg,"Grande oportunidade: Controle sem fio Dualshock 4 com mais de 22.963 avaliações de clientes avaliações e nota 4,8 por apenas R$298! 
Link do produto: https://www.amazon.com.br/Controle-Dualshock-PlayStation-4-Preto/dp/B07FN1MZBH/ref=zg_bs_c_videogames_d_sccl_5/145-0386639-9018341?pd_rd_w=PvOlm&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B07FN1MZBH&psc=1",media/Controle sem fio Dualshock 4.jpg,False
Novo Kindle (16 GB - modelo 2024) -,https://www.amazon.com.br/kindle-16gb-verde/dp/B0CP31QS6R/ref=zg_bs_c_amazon-devices_d_sccl_3/145-0386639-9018341?pd_rd_w=8PDut&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B0CP31QS6R&psc=1,"4,8",4.026 avaliações de clientes,R$569,https://m.media-amazon.com/images/I/810j-Zlo7ZL._AC_SY300_SX300_.jpg,"Promoção imperdível: Novo Kindle (16 GB - modelo 2024) - com mais de 4.026 avaliações de clientes avaliações e nota 4,8 por apenas R$569! 
Link do produto: https://www.amazon.com.br/kindle-16gb-verde/dp/B0CP31QS6R/ref=zg_bs_c_amazon-devices_d_sccl_3/145-0386639-9018341?pd_rd_w=8PDut&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B0CP31QS6R&psc=1",media/Novo Kindle (16 GB - modelo 2024) -.jpg,True
"Dell - KM3322W, Teclado e Mouse sem fio,",https://www.amazon.com.br/Teclado-Mouse-sem-fio-Dell/dp/B0BPTK4P38/ref=zg_bs_c_computers_d_sccl_5/145-0386639-9018341?pd_rd_w=2tlJB&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B0BPTK4P38&psc=1,"4,7",5.331 avaliações de clientes,R$139,https://m.media-amazon.com/images/I/51IPtedWrsL._AC_SY450_.jpg,"Olha só o que encontrei: Dell - KM3322W, Teclado e Mouse sem fio, com mais de 5.331 avaliações de clientes avaliações e nota 4,7 por apenas R$139! 
Link do produto: https://www.amazon.com.br/Teclado-Mouse-sem-fio-Dell/dp/B0BPTK4P38/ref=zg_bs_c_computers_d_sccl_5/145-0386639-9018341?pd_rd_w=2tlJB&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B0BPTK4P38&psc=1","media/Dell - KM3322W, Teclado e Mouse sem fio,.jpg",False
Novo Kindle Paperwhite (16 GB) - O Kindle,https://www.amazon.com.br/kindle-paperwhite/dp/B0CFPL6CFY/ref=zg_bs_c_amazon-devices_d_sccl_5/145-0386639-9018341?pd_rd_w=8PDut&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B0CFPL6CFY&psc=1,"4,7",1.171 avaliações de clientes,R$806,https://m.media-amazon.com/images/I/810ihRVjlpL._AC_SY300_SX300_.jpg,"Promoção imperdível: Novo Kindle Paperwhite (16 GB) - O Kindle com mais de 1.171 avaliações de clientes avaliações e nota 4,7 por apenas R$806! 
Link do produto: https://www.amazon.com.br/kindle-paperwhite/dp/B0CFPL6CFY/ref=zg_bs_c_amazon-devices_d_sccl_5/145-0386639-9018341?pd_rd_w=8PDut&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B0CFPL6CFY&psc=1",media/Novo Kindle Paperwhite (16 GB) - O Kindle.jpg,False
Novo Kindle (16 GB - modelo 2024) -,https://www.amazon.com.br/kindle-16gb-preto/dp/B0CP31L73X/ref=zg_bs_c_amazon-devices_d_sccl_2/145-0386639-9018341?pd_rd_w=8PDut&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B0CP31L73X&psc=1,"4,8",4.026 avaliações de clientes,R$569,https://m.media-amazon.com/images/I/81Z2YCqqy-L._AC_SY300_SX300_.jpg,"Olha só o que encontrei: Novo Kindle (16 GB - modelo 2024) - com mais de 4.026 avaliações de clientes avaliações e nota 4,8 por apenas R$569! 
Link do produto: https://www.amazon.com.br/kindle-16gb-preto/dp/B0CP31L73X/ref=zg_bs_c_amazon-devices_d_sccl_2/145-0386639-9018341?pd_rd_w=8PDut&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B0CP31L73X&psc=1",media/Novo Kindle (16 GB - modelo 2024) -.jpg,True
"Scotch, 3M, Fixa Forte, Fita Dupla Face, Fixação",https://www.amazon.com.br/HB004492250-Forte-Espuma-Extrema-Multicolor/dp/B0779BRVVS/ref=zg_bs_c_hi_d_sccl_1/145-0386639-9018341?pd_rd_w=cy0o9&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B0779BRVVS&psc=1,"4,6",15.270 avaliações de clientes,R$31,https://m.media-amazon.com/images/I/71zlH2tQTPL._AC_SX425_.jpg,"Não perca esta promoção: Scotch, 3M, Fixa Forte, Fita Dupla Face, Fixação com mais de 15.270 avaliações de clientes avaliações e nota 4,6 por apenas R$31! 
Link do produto: https://www.amazon.com.br/HB004492250-Forte-Espuma-Extrema-Multicolor/dp/B0779BRVVS/ref=zg_bs_c_hi_d_sccl_1/145-0386639-9018341?pd_rd_w=cy0o9&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B0779BRVVS&psc=1","media/Scotch, 3M, Fixa Forte, Fita Dupla Face, Fixação.jpg",False
Controle sem fio DualSense Midnight Black,https://www.amazon.com.br/PlayStation-DualSense-Controle-sem-fio/dp/B0CQKKHT5J/ref=zg_bs_c_videogames_d_sccl_2/145-0386639-9018341?pd_rd_w=PvOlm&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B0CQKKHT5J&psc=1,"4,8",5.079 avaliações de clientes,R$398,https://m.media-amazon.com/images/I/517nIWAoJFL._AC_SX679_.jpg,"Confira esta oferta incrível: Controle sem fio DualSense Midnight Black com mais de 5.079 avaliações de clientes avaliações e nota 4,8 por apenas R$398! 
Link do produto: https://www.amazon.com.br/PlayStation-DualSense-Controle-sem-fio/dp/B0CQKKHT5J/ref=zg_bs_c_videogames_d_sccl_2/145-0386639-9018341?pd_rd_w=PvOlm&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B0CQKKHT5J&psc=1",media/Controle sem fio DualSense Midnight Black.jpg,False
Tênis Casual Tribute Style Cano Baixo Skate,https://www.amazon.com.br/Casual-Confort%C3%A1vel-br_footwear_size_system-numeric-numeric_38/dp/B0BXTKYLSF/ref=zg_bs_c_fashion_d_sccl_1/145-0386639-9018341?pd_rd_w=3Ozu1&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B0BXTKYLSF&psc=1,"4,4",975 avaliações de clientes,R$69,https://m.media-amazon.com/images/I/51E57XX95kL._AC_SX395_.jpg,"Promoção imperdível: Tênis Casual Tribute Style Cano Baixo Skate com mais de 975 avaliações de clientes avaliações e nota 4,4 por apenas R$69! 
Link do produto: https://www.amazon.com.br/Casual-Confort%C3%A1vel-br_footwear_size_system-numeric-numeric_38/dp/B0BXTKYLSF/ref=zg_bs_c_fashion_d_sccl_1/145-0386639-9018341?pd_rd_w=3Ozu1&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B0BXTKYLSF&psc=1",media/Tênis Casual Tribute Style Cano Baixo Skate.jpg,False
Mor - Escada Alumínio 4 Degraus,https://www.amazon.com.br/Escada-Alum%C3%ADnio-Degraus-5102-Mor/dp/B01LXU9QHU/ref=zg_bs_c_hi_d_sccl_3/145-0386639-9018341?pd_rd_w=cy0o9&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B01LXU9QHU&psc=1,"4,8",12.469 avaliações de clientes,R$139,https://m.media-amazon.com/images/I/411kEmboOPL._AC_SX425_.jpg,"Promoção imperdível: Mor - Escada Alumínio 4 Degraus com mais de 12.469 avaliações de clientes avaliações e nota 4,8 por apenas R$139! 
Link do produto: https://www.amazon.com.br/Escada-Alum%C3%ADnio-Degraus-5102-Mor/dp/B01LXU9QHU/ref=zg_bs_c_hi_d_sccl_3/145-0386639-9018341?pd_rd_w=cy0o9&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B01LXU9QHU&psc=1",media/Mor - Escada Alumínio 4 Degraus.jpg,False
Flash Limp KIT0528 - Kit com 2 Esponjas,https://www.amazon.com.br/Esponjas-Microfibra-Flash-Limp-Branco/dp/B07NQ7FFXH/ref=zg_bs_c_computers_d_sccl_2/145-0386639-9018341?pd_rd_w=2tlJB&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B07NQ7FFXH&psc=1,"4,8",24.958 avaliações de clientes,R$16,https://m.media-amazon.com/images/I/91ZxHnlW5FL._AC_SY450_.jpg,"Confira esta oferta incrível: Flash Limp KIT0528 - Kit com 2 Esponjas com mais de 24.958 avaliações de clientes avaliações e nota 4,8 por apenas R$16! 
Link do produto: https://www.amazon.com.br/Esponjas-Microfibra-Flash-Limp-Branco/dp/B07NQ7FFXH/ref=zg_bs_c_computers_d_sccl_2/145-0386639-9018341?pd_rd_w=2tlJB&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B07NQ7FFXH&psc=1",media/Flash Limp KIT0528 - Kit com 2 Esponjas.jpg,False
"Tablet Samsung Galaxy Tab S6 Lite (2024), 64GB,",https://www.amazon.com.br/Samsung-Imersiva-Traseira-frontal-Android/dp/B0CZ9N1NG8/ref=zg_bs_c_computers_d_sccl_6/145-0386639-9018341?pd_rd_w=2tlJB&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B0CZ9N1NG8&psc=1,"4,8",2.106 avaliações de clientes,R$1.899,https://m.media-amazon.com/images/I/710SVJBnw+L._AC_SX679_.jpg,"Olha só o que encontrei: Tablet Samsung Galaxy Tab S6 Lite (2024), 64GB, com mais de 2.106 avaliações de clientes avaliações e nota 4,8 por apenas R$1.899! 
Link do produto: https://www.amazon.com.br/Samsung-Imersiva-Traseira-frontal-Android/dp/B0CZ9N1NG8/ref=zg_bs_c_computers_d_sccl_6/145-0386639-9018341?pd_rd_w=2tlJB&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B0CZ9N1NG8&psc=1","media/Tablet Samsung Galaxy Tab S6 Lite (2024), 64GB,.jpg",True
Echo Dot 5ª geração | O Echo Dot,https://www.amazon.com.br/Echo-Dot-5%C2%AA-gera%C3%A7%C3%A3o-Cor-Preta/dp/B09B8VGCR8/ref=zg_bs_c_amazon-devices_d_sccl_6/145-0386639-9018341?pd_rd_w=8PDut&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B09B8VGCR8&psc=1,"4,7",65.359 avaliações de clientes,R$459,https://m.media-amazon.com/images/I/617-HLllfZL._AC_SY300_SX300_.jpg,"Promoção imperdível: Echo Dot 5ª geração | O Echo Dot com mais de 65.359 avaliações de clientes avaliações e nota 4,7 por apenas R$459! 
Link do produto: https://www.amazon.com.br/Echo-Dot-5%C2%AA-gera%C3%A7%C3%A3o-Cor-Preta/dp/B09B8VGCR8/ref=zg_bs_c_amazon-devices_d_sccl_6/145-0386639-9018341?pd_rd_w=8PDut&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B09B8VGCR8&psc=1",media/Echo Dot 5ª geração _ O Echo Dot.jpg,True
"Liquidificador Mondial, Turbo Power 550W, 220V, Preto, 2,2",https://www.amazon.com.br/Liquidificador-Mondial-L-99-LB-220V/dp/B07QK91PTZ/ref=zg_bs_c_kitchen_d_sccl_2/145-0386639-9018341?pd_rd_w=4T3H2&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B07QK91PTZ&psc=1,"4,6",28.842 avaliações de clientes,R$89,https://m.media-amazon.com/images/I/81s9CRAW+9L._AC_SY679_.jpg,"Confira esta oferta incrível: Liquidificador Mondial, Turbo Power 550W, 220V, Preto, 2,2 com mais de 28.842 avaliações de clientes avaliações e nota 4,6 por apenas R$89! 
Link do produto: https://www.amazon.com.br/Liquidificador-Mondial-L-99-LB-220V/dp/B07QK91PTZ/ref=zg_bs_c_kitchen_d_sccl_2/145-0386639-9018341?pd_rd_w=4T3H2&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B07QK91PTZ&psc=1","media/Liquidificador Mondial, Turbo Power 550W, 220V, Preto, 2,2.jpg",False
"Scotch, 3M, Fita Empacotamento Transparente 45Mm X 45M",https://www.amazon.com.br/Empacotamento-Scotch-HB004031223-Transparente-Pacote/dp/B017KU45CG/ref=zg_bs_c_hi_d_sccl_5/145-0386639-9018341?pd_rd_w=cy0o9&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B017KU45CG&psc=1,"4,7",3.605 avaliações de clientes,R$22,https://m.media-amazon.com/images/I/71unJfYJOPL._AC_SY879_.jpg,"Não perca esta promoção: Scotch, 3M, Fita Empacotamento Transparente 45Mm X 45M com mais de 3.605 avaliações de clientes avaliações e nota 4,7 por apenas R$22! 
Link do produto: https://www.amazon.com.br/Empacotamento-Scotch-HB004031223-Transparente-Pacote/dp/B017KU45CG/ref=zg_bs_c_hi_d_sccl_5/145-0386639-9018341?pd_rd_w=cy0o9&content-id=amzn1.sym.b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_p=b9152bd7-b7ff-4dd9-a902-6c656e51208a&pf_rd_r=J6P2Y7QWEP2Z95PJPTAX&pd_rd_wg=2KNF4&pd_rd_r=0556c0ae-1a06-429d-8ebe-0391ed3810ba&pd_rd_i=B017KU45CG&psc=1","media/Scotch, 3M, Fita Empacotamento Transparente 45Mm X 45M.jpg",False
